strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_2w_v8__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_2w_v8,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌两周55%脉冲v8) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌两周55%脉冲v8),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.71984853,0.16214438,-0.29715386,0.33761047,0.50646423,0.55813953,3.10700499,0.01482298
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_40_retrigger_v6__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_40_retrigger_v6,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌65%至40%持续恶化分级脉冲v6) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌65%至40%持续恶化分级脉冲v6),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.66878314,0.15247748,-0.31536369,0.33965564,0.48263748,0.53488372,3.48760459,0.01625690
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_confirm2_v5__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_confirm2_v5,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌确认两周55%脉冲v5) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌确认两周55%脉冲v5),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.17668707,0.62250996,-0.30866312,0.47193901,1.10765557,0.63157895,4.46046420,0.01044194
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_cd8_v7__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_cd8_v7,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%长冷却v7) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%长冷却v7),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.12689124,0.59931312,-0.27294993,0.47623851,1.05809712,0.57894737,4.73102981,0.01078065
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_2w_v8__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_2w_v8,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌两周55%脉冲v8) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌两周55%脉冲v8),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.98183112,0.53053857,-0.28651930,0.47009969,0.97518149,0.57894737,4.88728137,0.01067228
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_40_retrigger_v6__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_40_retrigger_v6,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌65%至40%持续恶化分级脉冲v6) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌65%至40%持续恶化分级脉冲v6),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.92537185,0.50325969,-0.31112779,0.47372045,0.93682987,0.57894737,4.91538956,0.01075824
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_cd8_v7__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_cd8_v7,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%长冷却v7) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%长冷却v7),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.22383771,0.39421391,-0.27467352,0.57089114,0.55750613,0.57142857,6.29210276,0.00440923
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_2w_v8__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_2w_v8,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌两周55%脉冲v8) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌两周55%脉冲v8),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.20250437,0.35445384,-0.28747616,0.57453413,0.50055120,0.57142857,5.68677244,0.00399061
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_confirm2_v5__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_confirm2_v5,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌确认两周55%脉冲v5) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌确认两周55%脉冲v5),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.17572382,0.30518252,-0.31247729,0.59715866,0.44404488,0.57142857,5.57602637,0.00391627
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_40_retrigger_v6__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_40_retrigger_v6,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌65%至40%持续恶化分级脉冲v6) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌65%至40%持续恶化分级脉冲v6),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.16411305,0.28404390,-0.31113774,0.59522701,0.41462152,0.57142857,5.87394652,0.00411546
