strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_combined_v1__since_2017_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_combined_v1,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌与弱宽度联合触发v1) (2017-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌与弱宽度联合触发v1),core_explore,growth_elastic,Path2 高弹性赢家池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.07244212,0.00730641,-0.33362330,0.20128948,0.13900691,0.51626016,6.68337662,0.10369546
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_early_balanced_v2__since_2017_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_early_balanced_v2,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合提前联合触发中等降仓v2) (2017-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合提前联合触发中等降仓v2),core_explore,growth_elastic,Path2 高弹性赢家池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.06875875,0.00694575,-0.44240804,0.18758449,0.12680977,0.53658537,9.21527465,0.12574377
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_1w_v4__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_1w_v4,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周65%脉冲v4) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周65%脉冲v4),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,2.01210157,0.18155873,-0.29385427,0.30107812,0.65394853,0.49367089,3.42726118,0.04656189
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_v3__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_v3,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%脉冲v3) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%脉冲v3),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.96787808,0.17891745,-0.27873772,0.29703240,0.65041864,0.49367089,3.32336834,0.04423643
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_drawdown_v1__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_drawdown_v1,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌回撤触发v1) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌回撤触发v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.49798550,0.14856955,-0.27905736,0.23323174,0.63509766,0.51898734,2.78112984,0.03569459
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_combined_v1__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_combined_v1,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌与弱宽度联合触发v1) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌与弱宽度联合触发v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.41024563,0.14237251,-0.27905736,0.23572148,0.60761249,0.50632911,3.26061322,0.04114208
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_early_balanced_v2__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_early_balanced_v2,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合提前联合触发中等降仓v2) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合提前联合触发中等降仓v2),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.83407181,0.09611515,-0.25841338,0.25776569,0.40119460,0.48101266,4.23064451,0.04518253
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_breadth_v1__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_breadth_v1,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合弱宽度触发v1) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合弱宽度触发v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.26747640,0.03651432,-0.10106817,0.12601867,0.31690801,0.51898734,2.38515511,0.02262015
core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_static_fast_pulse_v3_defbar__since_2020_01,core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_static_fast_pulse_v3_defbar,核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(常态50%周频进攻/快跌15%脉冲v3) (2020-01 起),核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(常态50%周频进攻/快跌15%脉冲v3),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.17717428,0.02498746,-0.10943360,0.06913322,0.39528130,0.54733728,1.74877265,0.01723992
core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_weekly50_fast_combined_v2_defbar__since_2020_01,core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_weekly50_fast_combined_v2_defbar,核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(50%现金/50%周频进攻v2) (2020-01 起),核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(50%现金/50%周频进攻v2),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.13318495,0.01909806,-0.12705848,0.06708855,0.31953893,0.56213018,1.19495449,0.01216331
core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash70_weekly30_fast_combined_v1_defbar__since_2020_01,core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash70_weekly30_fast_combined_v1_defbar,核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(70%现金/30%周频进攻v1) (2020-01 起),核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(70%现金/30%周频进攻v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.06642875,0.00977874,-0.08676115,0.04626811,0.23676177,0.55917160,1.06670240,0.01026814
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_early_balanced_v2__since_2020_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_early_balanced_v2,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合提前联合触发中等降仓v2) (2020-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合提前联合触发中等降仓v2),core_explore,growth_elastic,Path2 高弹性赢家池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.07370327,0.01081794,-0.30545174,0.19887871,0.14679777,0.53254438,10.12665702,0.08810744
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_drawdown_v1__since_2020_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_drawdown_v1,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌回撤触发v1) (2020-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌回撤触发v1),core_explore,growth_elastic,Path2 高弹性赢家池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.06598059,0.00971453,-0.33390721,0.21206292,0.15362685,0.51479290,6.81076774,0.06592273
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_combined_v1__since_2020_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_combined_v1,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌与弱宽度联合触发v1) (2020-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌与弱宽度联合触发v1),core_explore,growth_elastic,Path2 高弹性赢家池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.02467706,0.00369525,-0.33390721,0.21386770,0.12563614,0.51479290,7.05088349,0.06677105
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_v3__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse55_1w_v3,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%脉冲v3) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周55%脉冲v3),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.79003885,0.17509875,-0.29067472,0.34134621,0.53414996,0.55813953,3.12799499,0.01536359
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_combined_v1__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_combined_v1,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌与弱宽度联合触发v1) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌与弱宽度联合触发v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.77912344,0.17310860,-0.26865690,0.26878557,0.61080504,0.53488372,3.27952130,0.01704756
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_drawdown_v1__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_drawdown_v1,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌回撤触发v1) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合快跌回撤触发v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.77912344,0.17310860,-0.26865690,0.26878557,0.61080504,0.53488372,3.27952130,0.01704756
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_1w_v4__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_1w_v4,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周65%脉冲v4) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周65%脉冲v4),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.75963469,0.16953325,-0.30283112,0.34443133,0.51921107,0.55813953,3.19647400,0.01517608
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_early_balanced_v2__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_early_balanced_v2,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合提前联合触发中等降仓v2) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合提前联合触发中等降仓v2),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.40963134,0.09981792,-0.26716169,0.30522434,0.33267748,0.51162791,4.55548186,0.02040384
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_breadth_v1__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_breadth_v1,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合弱宽度触发v1) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(全组合弱宽度触发v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.17683137,0.04615646,-0.12317002,0.14442202,0.32731840,0.55813953,2.77063775,0.01276791
core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_static_fast_pulse_v3_defbar__since_2023_01,core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_static_fast_pulse_v3_defbar,核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(常态50%周频进攻/快跌15%脉冲v3) (2023-01 起),核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(常态50%周频进攻/快跌15%脉冲v3),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.04665636,0.01271724,-0.10192692,0.06780703,0.21033172,0.56521739,1.89121049,0.00873790
core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash70_weekly30_fast_combined_v1_defbar__since_2023_01,core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash70_weekly30_fast_combined_v1_defbar,核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(70%现金/30%周频进攻v1) (2023-01 起),核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(70%现金/30%周频进攻v1),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.02572406,0.00706345,-0.08374378,0.05260142,0.16124075,0.55978261,1.23300194,0.00521962
core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_weekly50_fast_combined_v2_defbar__since_2023_01,core_explore_80_20_equal_weight_winner_core__path7_crash_resilience_cash50_weekly50_fast_combined_v2_defbar,核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(50%现金/50%周频进攻v2) (2023-01 起),核心80_探索20_等权底座_胜出者核心__Path7防守杠铃(50%现金/50%周频进攻v2),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.00845903,0.00233707,-0.12565344,0.07000618,0.06809429,0.57065217,1.24305054,0.00539396
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_early_balanced_v2__since_2023_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_early_balanced_v2,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合提前联合触发中等降仓v2) (2023-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合提前联合触发中等降仓v2),core_explore,growth_elastic,Path2 高弹性赢家池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.29531519,0.07434059,-0.23877067,0.16713944,0.50956127,0.58695652,10.70663036,0.04930015
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_combined_v1__since_2023_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_combined_v1,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌与弱宽度联合触发v1) (2023-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌与弱宽度联合触发v1),core_explore,growth_elastic,Path2 高弹性赢家池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.15559630,0.04089067,-0.16110814,0.13681585,0.35865319,0.57608696,6.85395782,0.02997238
core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_drawdown_v1__since_2023_01,core_explore_60_40_equal_weight_winner_core__growth_elastic_v70_port_fast_crash_drawdown_v1,核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌回撤触发v1) (2023-01 起),核心60_探索40_等权底座_胜出者核心__Path2高弹性v70(全组合快跌回撤触发v1),core_explore,growth_elastic,Path2 高弹性赢家池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.60000000,0.40000000,0,0.15559630,0.04089067,-0.16110814,0.13681585,0.35865319,0.57608696,6.85395782,0.02997238
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_1w_v4__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse65_1w_v4,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周65%脉冲v4) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周65%脉冲v4),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.14605803,0.60826580,-0.28973856,0.48109254,1.06694116,0.57894737,4.43261740,0.01026089
