strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk10_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk10_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险10成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险10成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.86696902,0.20221958,-0.36838885,0.27358088,0.76293028,0.50434783,3.10380286,0.08120323
core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__sat_three_stage_buffered_cost_guard__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__sat_three_stage_buffered_cost_guard,核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只__卫星周频三档风控(成本防守) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只__卫星周频三档风控(成本防守),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.78895019,0.20054549,-0.41235380,0.28617964,0.74789871,0.49565217,3.29489488,0.09253032
core_explore_70_30_equal_weight_winner_core__aggr_01_99_prom1_core_6_1_cash_off_and_cap100_weekly__since_2017_01,core_explore_70_30_equal_weight_winner_core__aggr_01_99_prom1_core_6_1_cash_off_and_cap100_weekly,"核心70_探索30_等权底座_胜出者核心__进攻1/99 晋升1只(核心6-1动量, 熊市空仓 and, 单票100%, 单周) (2017-01 起)","核心70_探索30_等权底座_胜出者核心__进攻1/99 晋升1只(核心6-1动量, 熊市空仓 and, 单票100%, 单周)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,equal_weight,等权底座,winner_core,胜出者核心,0.70000000,0.30000000,0,4.78610621,0.20048409,-0.50798089,0.42632806,0.63220503,0.25865580,9.19267275,0.29830669
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk25_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk25_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险25成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险25成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.69451882,0.19849198,-0.38136482,0.26690560,0.76651777,0.47826087,3.12705851,0.08316307
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk20_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk20_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险20成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险20成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.68641413,0.19831432,-0.38134430,0.26696298,0.76578663,0.47826087,3.10682230,0.08187357
core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6_satellite_cost_guard__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6_satellite_cost_guard,核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只(卫星成本防守) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只(卫星成本防守),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.38997875,0.19165494,-0.41260250,0.29306929,0.71399926,0.51304348,3.01746008,0.08854031
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk18_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk18_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险18成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险18成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.12862639,0.18550569,-0.38133351,0.26486186,0.72848940,0.46956522,3.09271259,0.07710064
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk16_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk16_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险16成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险16成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,4.12523619,0.18542410,-0.38132808,0.26483677,0.72827207,0.46956522,3.09108597,0.07704638
core_explore_80_20_total_mv_winner_core__aggr_10_90_hold_4_6__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_10_90_hold_4_6,核心80_探索20_总市值底座_胜出者核心__进攻10/90(4+6) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻10/90(4+6),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.83043423,0.17813693,-0.36250257,0.28034230,0.70298443,0.52173913,2.71455128,0.07798694
core_explore_80_20_total_mv_winner_core__aggr_10_90_hold_4_6__sat_three_stage_buffered_asym13__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_10_90_hold_4_6__sat_three_stage_buffered_asym13,核心80_探索20_总市值底座_胜出者核心__进攻10/90(4+6)__卫星周频三档风控(快减1慢加3) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻10/90(4+6)__卫星周频三档风控(快减1慢加3),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.82921329,0.17810593,-0.36206722,0.29120804,0.67081095,0.49565217,3.05982918,0.08068831
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.74448087,0.17593721,-0.26181020,0.24914732,0.73345378,0.52173913,3.38431162,0.09234228
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk06_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk06_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险6成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险6成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-07,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.73149661,0.17581889,-0.37976322,0.26730982,0.75016565,0.50434783,3.07767283,0.07852395
core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__sat_three_stage_buffered_asym13__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__sat_three_stage_buffered_asym13,核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只__卫星周频三档风控(快减1慢加3) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只__卫星周频三档风控(快减1慢加3),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-10,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.68168419,0.17436122,-0.37279145,0.29365922,0.65015946,0.48695652,3.04524490,0.07901816
core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6,核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只 (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只,core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.63671124,0.17312816,-0.37297492,0.28168513,0.68347079,0.52173913,2.66985730,0.07526382
core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6_ramp90__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6_ramp90,核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只(分步加仓) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只(分步加仓),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.63671124,0.17312816,-0.37297492,0.28168513,0.68347079,0.52173913,2.66985730,0.07526382
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk14_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk14_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险14成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险14成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-07,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.60714316,0.17256000,-0.39575709,0.26480946,0.74859983,0.47826087,3.19621347,0.08297051
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk06_exit50_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk06_exit50_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险6出场50成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险6出场50成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-06,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.55951626,0.17134380,-0.39287081,0.26818272,0.73677037,0.48695652,3.00507560,0.07712051
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_cashguard_light__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_cashguard_light,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档轻现金成本防守) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档轻现金成本防守),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-31,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.42821008,0.16797221,-0.38133791,0.26150524,0.72944158,0.49565217,3.06993226,0.07815714
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk15_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk15_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险15成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险15成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-31,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.37151917,0.16640292,-0.39255019,0.26695338,0.71575885,0.46956522,3.07541992,0.07547414
core_explore_80_20_total_mv_winner_core__share_06_94_hold_2_8_ramp75_cost_guard__since_2017_01,core_explore_80_20_total_mv_winner_core__share_06_94_hold_2_8_ramp75_cost_guard,核心80_探索20_总市值底座_胜出者核心__比例6/94(2+8 分步加仓75成本防守) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__比例6/94(2+8 分步加仓75成本防守),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-24,since_2017_01,2017-01 起,2017-01,False,1707,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.32734228,0.16516734,-0.26612917,0.24381182,0.74745661,0.50434783,2.76665817,0.06543434
core_explore_80_20_total_mv_winner_core__share_06_94_hold_2_8_ramp80_cost_guard__since_2017_01,core_explore_80_20_total_mv_winner_core__share_06_94_hold_2_8_ramp80_cost_guard,核心80_探索20_总市值底座_胜出者核心__比例6/94(2+8 分步加仓80成本防守) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__比例6/94(2+8 分步加仓80成本防守),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-24,since_2017_01,2017-01 起,2017-01,False,1707,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.32734228,0.16516734,-0.26612917,0.24381182,0.74745661,0.50434783,2.76665817,0.06543434
core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__sat_three_stage_buffered__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_08_92_prom6__sat_three_stage_buffered,核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只__卫星周频三档风控(双周确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻8/92 晋升6只__卫星周频三档风控(双周确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-31,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.14802620,0.16003319,-0.37276433,0.29433912,0.65421541,0.48695652,3.02858539,0.07835665
core_explore_80_20_equal_weight_winner_core__aggr_01_99_prom2_core_6_1_cash_off_and_cap95_weekly__since_2017_01,core_explore_80_20_equal_weight_winner_core__aggr_01_99_prom2_core_6_1_cash_off_and_cap95_weekly,"核心80_探索20_等权底座_胜出者核心__进攻1/99 晋升2只(核心6-1动量, 熊市空仓 and, 单票95%, 单周) (2017-01 起)","核心80_探索20_等权底座_胜出者核心__进攻1/99 晋升2只(核心6-1动量, 熊市空仓 and, 单票95%, 单周)",core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-24,since_2017_01,2017-01 起,2017-01,False,1707,equal_weight,等权底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.03090849,0.15978697,-0.40220774,0.32943955,0.61085665,0.28220859,7.46371507,0.21496295
core_explore_80_20_total_mv_winner_core__share_04_96_hold_2_8_ramp75_cost_guard__since_2017_01,core_explore_80_20_total_mv_winner_core__share_04_96_hold_2_8_ramp75_cost_guard,核心80_探索20_总市值底座_胜出者核心__比例4/96(2+8 分步加仓75成本防守) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__比例4/96(2+8 分步加仓75成本防守),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-24,since_2017_01,2017-01 起,2017-01,False,1707,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.13769827,0.15973147,-0.26691713,0.24387421,0.72812462,0.51304348,2.79250840,0.06322124
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk30_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_sat_three_stage_buffered_cost_guard_risk30_reconfirm,核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险30成本再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__进攻5/95 晋升7只(卫星三档风险30成本再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-07-31,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,3.02750481,0.15646954,-0.38138560,0.28466368,0.65702782,0.47826087,3.20332195,0.07437162
core_explore_80_20_total_mv_winner_core__share_20_80_hold_2_8_ramp62_cost_guard_reconfirm__since_2017_01,core_explore_80_20_total_mv_winner_core__share_20_80_hold_2_8_ramp62_cost_guard_reconfirm,核心80_探索20_总市值底座_胜出者核心__比例20/80(2+8 分步加仓62成本防守再确认) (2017-01 起),核心80_探索20_总市值底座_胜出者核心__比例20/80(2+8 分步加仓62成本防守再确认),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2017-01-01,2026-08-11,since_2017_01,2017-01 起,2017-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,2.95884279,0.15398608,-0.33966872,0.25671036,0.65876655,0.53043478,2.73317722,0.06366620
