strategy_id,strategy_base_id,strategy_name,strategy_base_name,strategy_kind,pool_id,pool_name,sample_start,sample_end,sample_tag,sample_label,sample_short_label,is_primary_sample,stock_count,base_weight_method,base_weight_name,core_source_mode,core_source_name,core_ratio,explore_ratio,pure_core_max_holdings,total_return,cagr,max_drawdown,annual_volatility,sharpe_ratio,monthly_win_rate,average_annual_turnover,cumulative_trading_cost
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.60910069,0.15615776,-0.24268232,0.29359295,0.58535697,0.53164557,5.03523847,0.06169780
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13__since_2020_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13) (2020-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2020-01-01,2026-08-11,since_2020_01,2020-01 起,2020-01,True,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.36916793,0.13940516,-0.25283615,0.29427328,0.52399124,0.49367089,5.88397973,0.06592842
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.87201330,0.18977121,-0.22095385,0.33099566,0.57417577,0.60465116,5.42796269,0.02720768
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.82272682,0.18100659,-0.24000493,0.33420505,0.55003396,0.55813953,4.68704470,0.02316813
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse25_1w_v15__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse25_1w_v15,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周25%深防守v15) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周25%深防守v15),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.81052507,0.17881034,-0.25266955,0.33521401,0.54443438,0.55813953,4.27254018,0.02105571
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse30_1w_v16__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse30_1w_v16,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周30%深防守v16) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周30%深防守v16),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.80662365,0.17810585,-0.25900257,0.33562936,0.54276152,0.55813953,4.05434644,0.01999126
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.80076467,0.17704581,-0.27167000,0.33656441,0.54038436,0.55813953,3.60805400,0.01778073
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse45_1w_v18__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse45_1w_v18,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周45%深防守v18) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周45%深防守v18),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.75962167,0.16953086,-0.27800444,0.33642761,0.52170692,0.55813953,3.34919275,0.01637019
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse475_1w_v19__since_2023_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse475_1w_v19,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周47.5%边界v19) (2023-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周47.5%边界v19),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2023-01-01,2026-08-11,since_2023_01,2023-01 起,2023-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.75687880,0.16902536,-0.28117183,0.33819818,0.51963963,0.55813953,3.26665494,0.01595023
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse475_1w_v19__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse475_1w_v19,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周47.5%边界v19) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周47.5%边界v19),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.10849900,0.59069353,-0.26081285,0.47340260,1.04793899,0.57894737,4.95592982,0.01117657
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse45_1w_v18__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse45_1w_v18,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周45%深防守v18) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周45%深防守v18),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.10110661,0.58722106,-0.25692570,0.47266305,1.04350220,0.57894737,5.03481545,0.01129961
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.08433324,0.57932486,-0.24915185,0.47117071,1.03334559,0.57894737,5.18063647,0.01152494
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse30_1w_v16__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse30_1w_v16,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周30%深防守v16) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周30%深防守v16),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.04421336,0.56034004,-0.23360589,0.46930630,1.00695299,0.57894737,5.48639570,0.01197195
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse25_1w_v15__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse25_1w_v15,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周25%深防守v15) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周25%深防守v15),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.03101451,0.55406363,-0.22583376,0.46827535,0.99842889,0.57894737,5.62478586,0.01217434
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,1.00238723,0.54039735,-0.21029125,0.46727670,0.97859286,0.57894737,5.91492965,0.01258637
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13__since_2025_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13) (2025-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2025-01-01,2026-08-11,since_2025_01,2025-01 起,2025-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.86945367,0.47594271,-0.18757204,0.45980913,0.89039514,0.52631579,6.53506338,0.01332021
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse0_1w_v13,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周空仓边界v13),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.31135002,0.56199256,-0.19736578,0.51077593,0.78761385,0.57142857,8.10927684,0.00570464
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse15_1w_v14,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周15%深防守v14),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.28740745,0.51534843,-0.21844341,0.52587982,0.71951371,0.57142857,7.64613632,0.00537254
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse25_1w_v15__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse25_1w_v15,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周25%深防守v15) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周25%深防守v15),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.27112830,0.48395149,-0.23249779,0.53668282,0.67531614,0.57142857,7.33554135,0.00514934
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse30_1w_v16__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse30_1w_v16,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周30%深防守v16) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周30%深防守v16),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.26289346,0.46816761,-0.23952577,0.54229160,0.65362645,0.57142857,7.17963886,0.00503720
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse40_1w_v17,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周40%深防守v17),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.24623315,0.43643733,-0.25358329,0.55390292,0.61112789,0.57142857,6.86652683,0.00481184
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse45_1w_v18__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse45_1w_v18,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周45%深防守v18) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周45%深防守v18),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.23780765,0.42049429,-0.26061284,0.55989739,0.59033917,0.57142857,6.70927651,0.00469862
core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse475_1w_v19__since_2026_01,core_explore_80_20_total_mv_winner_core__aggr_05_95_prom7_risk20_port_fast_crash_pulse475_1w_v19,核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周47.5%边界v19) (2026-01 起),核心80_探索20_总市值底座_胜出者核心__Path1稳健候选(快跌单周47.5%边界v19),core_explore,core_explore_seed,Path1/3 核心-探索-种子共用池,2026-01-01,2026-08-11,since_2026_01,2026-01 起,2026-01,False,1708,total_mv,总市值底座,winner_core,胜出者核心,0.80000000,0.20000000,0,0.23596942,0.41702521,-0.26412781,0.56208409,0.58620994,0.57142857,6.59025744,0.00462010
